idx,block_grams,block_kg,sample_in_block,S1,S2,ORT
1492,1400,1.4,110,2350,2495,204
1493,1400,1.4,111,2350,2494,204
1494,1400,1.4,112,2350,2494,204
1495,1400,1.4,113,2345,2496,206
1496,1400,1.4,114,2347,2494,206
1497,1400,1.4,115,2344,2498,205
1498,1400,1.4,116,2347,2504,201
1499,1400,1.4,117,2347,2498,204
1500,1400,1.4,118,2345,2497,205
1501,1400,1.4,119,2342,2497,207
1502,1400,1.4,120,2344,2497,206
1503,1400,1.4,121,2348,2496,204
1504,1400,1.4,122,2347,2496,205
1505,1400,1.4,123,2345,2497,205
1506,1400,1.4,124,2345,2500,204
1507,1400,1.4,125,2343,2485,212
1508,1400,1.4,126,2343,2499,205
1509,1400,1.4,127,2342,2496,207
1510,1400,1.4,128,2343,2498,206
1511,1400,1.4,129,2343,2497,206
1512,1400,1.4,130,2483,2601,84
1513,1400,1.4,131,2571,2674,4
1514,1400,1.4,132,2579,2673,0
1515,1400,1.4,133,2581,2670,1
1516,1400,1.4,134,2581,2666,3
1517,1400,1.4,135,2578,2669,3
1518,1400,1.4,136,2580,2668,2
1519,1400,1.4,137,2577,2679,1
1520,1400,1.4,138,2578,2675,0
1521,1500,1.5,0,2569,2670,7
1522,1500,1.5,1,2580,2669,2
1523,1500,1.5,2,2579,2670,2
1524,1500,1.5,3,2582,2666,2
1525,1500,1.5,4,2578,2664,5
1526,1500,1.5,5,2580,2665,4
1527,1500,1.5,6,2572,2681,0
1528,1500,1.5,7,2510,2618,62
1529,1500,1.5,8,2479,2586,94
1530,1500,1.5,9,2474,2570,104
1531,1500,1.5,10,2434,2527,146
1532,1500,1.5,11,2423,2518,156
1533,1500,1.5,12,2397,2496,180
1534,1500,1.5,13,2379,2482,196
1535,1500,1.5,14,2374,2478,200
1536,1500,1.5,15,2357,2451,222
1537,1500,1.5,16,2354,2452,223
1538,1500,1.5,17,2357,2449,223
1539,1500,1.5,18,2353,2449,225
1540,1500,1.5,19,2354,2451,224
1541,1500,1.5,20,2354,2452,223
1542,1500,1.5,21,2351,2451,225
1543,1500,1.5,22,2352,2450,225
1544,1500,1.5,23,2358,2450,222
1545,1500,1.5,24,2355,2453,222
1546,1500,1.5,25,2356,2452,222
1547,1500,1.5,26,2350,2449,227
1548,1500,1.5,27,2349,2451,226
1549,1500,1.5,28,2351,2451,225
1550,1500,1.5,29,2355,2448,225
1551,1500,1.5,30,2357,2451,222
1552,1500,1.5,31,2355,2449,224
1553,1500,1.5,32,2357,2453,221
1554,1500,1.5,33,2353,2451,224
1555,1500,1.5,34,2355,2451,223
1556,1500,1.5,35,2353,2452,224
1557,1500,1.5,36,2359,2449,222
1558,1500,1.5,37,2357,2452,222
1559,1500,1.5,38,2355,2453,222
1560,1500,1.5,39,2355,2454,222
1561,1500,1.5,40,2354,2451,224
1562,1500,1.5,41,2353,2448,226
1563,1500,1.5,42,2354,2446,226
1564,1500,1.5,43,2356,2451,223
1565,1500,1.5,44,2350,2452,225
1566,1500,1.5,45,2356,2450,223
1567,1500,1.5,46,2352,2453,224
1568,1500,1.5,47,2359,2449,222
1569,1500,1.5,48,2355,2449,224
1570,1500,1.5,49,2354,2449,225
1571,1500,1.5,50,2348,2451,227
1572,1500,1.5,51,2354,2450,224
1573,1500,1.5,52,2356,2450,223
1574,1500,1.5,53,2354,2451,224
1575,1500,1.5,54,2355,2450,224
1576,1500,1.5,55,2355,2453,222
1577,1500,1.5,56,2350,2450,226
1578,1500,1.5,57,2363,2452,219
1579,1500,1.5,58,2353,2454,223
1580,1500,1.5,59,2356,2457,220
1581,1500,1.5,60,2356,2448,224
1582,1500,1.5,61,2355,2448,225
1583,1500,1.5,62,2353,2452,224
1584,1500,1.5,63,2355,2442,228
1585,1500,1.5,64,2354,2455,222
1586,1500,1.5,65,2354,2448,225
1587,1500,1.5,66,2347,2455,225
1588,1500,1.5,67,2366,2452,217
1589,1500,1.5,68,2364,2445,222
1590,1500,1.5,69,2355,2451,223
1591,1500,1.5,70,2356,2452,222
1592,1500,1.5,71,2348,2452,226
1593,1500,1.5,72,2361,2453,219
1594,1500,1.5,73,2359,2450,222
1595,1500,1.5,74,2356,2451,223
1596,1500,1.5,75,2354,2451,224
1597,1500,1.5,76,2354,2452,223
1598,1500,1.5,77,2355,2451,223
1599,1500,1.5,78,2354,2461,219
1600,1500,1.5,79,2354,2452,223
1601,1500,1.5,80,2355,2452,223
1602,1500,1.5,81,2351,2448,227
1603,1500,1.5,82,2354,2452,223
1604,1500,1.5,83,2356,2462,217
1605,1500,1.5,84,2353,2448,226
1606,1500,1.5,85,2353,2451,224
1607,1500,1.5,86,2353,2457,221
1608,1500,1.5,87,2351,2453,224
1609,1500,1.5,88,2351,2452,225
1610,1500,1.5,89,2349,2454,225
1611,1500,1.5,90,2356,2455,221
1612,1500,1.5,91,2351,2458,222
1613,1500,1.5,92,2352,2454,223
1614,1500,1.5,93,2353,2452,224
1615,1500,1.5,94,2353,2455,222
1616,1500,1.5,95,2353,2454,223
1617,1500,1.5,96,2354,2453,223
1618,1500,1.5,97,2350,2457,223
1619,1500,1.5,98,2355,2455,221
1620,1500,1.5,99,2351,2456,223
1621,1500,1.5,100,2354,2457,221
1622,1500,1.5,101,2352,2453,224
1623,1500,1.5,102,2395,2503,177
1624,1500,1.5,103,2530,2630,46
1625,1500,1.5,104,2581,2665,3
1626,1500,1.5,105,2586,2673,3
1627,1500,1.5,106,2585,2671,1
1628,1500,1.5,107,2582,2669,1
1629,1500,1.5,108,2583,2673,1
1630,1500,1.5,109,2582,2670,0
1631,1500,1.5,110,2576,2675,1
1632,1500,1.5,111,2584,2672,1
1633,1500,1.5,112,2583,2674,2
1634,1500,1.5,113,2577,2668,4
1635,1500,1.5,114,2583,2671,0
1636,1600,1.6,0,2587,2673,3
1637,1600,1.6,1,2587,2672,3
1638,1600,1.6,2,2581,2658,7
1639,1600,1.6,3,2591,2674,6
1640,1600,1.6,4,2585,2668,0
1641,1600,1.6,5,2586,2672,2
1642,1600,1.6,6,2528,2645,40
1643,1600,1.6,7,2470,2582,100
1644,1600,1.6,8,2426,2502,162
1645,1600,1.6,9,2391,2465,198
1646,1600,1.6,10,2380,2459,207
1647,1600,1.6,11,2375,2456,211
1648,1600,1.6,12,2368,2440,222
1649,1600,1.6,13,2355,2418,240
1650,1600,1.6,14,2346,2415,246
1651,1600,1.6,15,2355,2410,244
1652,1600,1.6,16,2348,2410,247
1653,1600,1.6,17,2349,2421,241
1654,1600,1.6,18,2349,2410,247
1655,1600,1.6,19,2350,2409,247
1656,1600,1.6,20,2350,2408,247
1657,1600,1.6,21,2351,2408,247
1658,1600,1.6,22,2349,2409,247
1659,1600,1.6,23,2362,2410,240
1660,1600,1.6,24,2361,2410,241
1661,1600,1.6,25,2353,2409,245
1662,1600,1.6,26,2353,2398,251
1663,1600,1.6,27,2343,2416,247
1664,1600,1.6,28,2348,2409,248
1665,1600,1.6,29,2354,2402,248
1666,1600,1.6,30,2353,2405,247
1667,1600,1.6,31,2354,2413,243
1668,1600,1.6,32,2357,2404,246
1669,1600,1.6,33,2353,2408,246
1670,1600,1.6,34,2360,2406,243
1671,1600,1.6,35,2361,2406,243
1672,1600,1.6,36,2351,2408,247
1673,1600,1.6,37,2353,2418,241
1674,1600,1.6,38,2356,2404,246
1675,1600,1.6,39,2357,2403,246
1676,1600,1.6,40,2354,2408,245
1677,1600,1.6,41,2351,2408,247
1678,1600,1.6,42,2355,2407,245
1679,1600,1.6,43,2352,2400,250
1680,1600,1.6,44,2351,2409,246
1681,1600,1.6,45,2351,2405,248
1682,1600,1.6,46,2352,2407,247
1683,1600,1.6,47,2354,2408,245
1684,1600,1.6,48,2352,2405,248
1685,1600,1.6,49,2354,2403,248
1686,1600,1.6,50,2354,2403,248
1687,1600,1.6,51,2357,2404,246
1688,1600,1.6,52,2354,2404,247
1689,1600,1.6,53,2353,2402,249
1690,1600,1.6,54,2354,2405,247
1691,1600,1.6,55,2353,2407,246
1692,1600,1.6,56,2351,2404,249
1693,1600,1.6,57,2354,2404,247
1694,1600,1.6,58,2353,2406,247
1695,1600,1.6,59,2345,2409,249
1696,1600,1.6,60,2353,2406,247
1697,1600,1.6,61,2354,2401,249
1698,1600,1.6,62,2346,2402,252
1699,1600,1.6,63,2352,2402,249
1700,1600,1.6,64,2346,2402,252
1701,1600,1.6,65,2349,2404,250
1702,1600,1.6,66,2356,2398,249
1703,1600,1.6,67,2354,2404,247
1704,1600,1.6,68,2352,2403,249
1705,1600,1.6,69,2358,2406,244
1706,1600,1.6,70,2352,2406,247
1707,1600,1.6,71,2353,2404,248
1708,1600,1.6,72,2349,2406,249
1709,1600,1.6,73,2353,2405,247
1710,1600,1.6,74,2354,2405,247
1711,1600,1.6,75,2353,2401,249
1712,1600,1.6,76,2352,2403,249
1713,1600,1.6,77,2351,2411,245
1714,1600,1.6,78,2355,2406,246
1715,1600,1.6,79,2355,2404,247
1716,1600,1.6,80,2351,2404,249
1717,1600,1.6,81,2367,2422,232
1718,1600,1.6,82,2458,2545,125
1719,1600,1.6,83,2571,2639,21
1720,1600,1.6,84,2591,2679,8
1721,1600,1.6,85,2590,2679,8
1722,1600,1.6,86,2592,2675,7
1723,1600,1.6,87,2592,2670,4
1724,1600,1.6,88,2591,2669,3
1725,1600,1.6,89,2590,2676,6
1726,1600,1.6,90,2590,2677,7
1727,1600,1.6,91,2593,2674,7
1728,1700,1.7,0,2593,2679,9
1729,1700,1.7,1,2593,2676,8
1730,1700,1.7,2,2590,2677,7
1731,1700,1.7,3,2589,2675,5
1732,1700,1.7,4,2592,2671,5
1733,1700,1.7,5,2595,2673,7
1734,1700,1.7,6,2546,2636,35
1735,1700,1.7,7,2482,2580,95
1736,1700,1.7,8,2448,2549,128
1737,1700,1.7,9,2442,2534,138
1738,1700,1.7,10,2428,2515,155
1739,1700,1.7,11,2397,2491,182
1740,1700,1.7,12,2381,2466,203
1741,1700,1.7,13,2382,2471,200
1742,1700,1.7,14,2391,2464,199
1743,1700,1.7,15,2359,2444,225
1744,1700,1.7,16,2359,2450,222
1745,1700,1.7,17,2363,2442,224
1746,1700,1.7,18,2360,2446,223
1747,1700,1.7,19,2363,2446,222
1748,1700,1.7,20,2360,2444,224
1749,1700,1.7,21,2359,2443,225
1750,1700,1.7,22,2357,2441,227
1751,1700,1.7,23,2316,2395,271
1752,1700,1.7,24,2315,2398,270
1753,1700,1.7,25,2309,2395,274
1754,1700,1.7,26,2308,2398,273
1755,1700,1.7,27,2308,2392,276
1756,1700,1.7,28,2312,2397,272
1757,1700,1.7,29,2308,2396,274
1758,1700,1.7,30,2301,2401,275
1759,1700,1.7,31,2314,2396,271
1760,1700,1.7,32,2315,2395,271
1761,1700,1.7,33,2310,2395,274
1762,1700,1.7,34,2303,2395,277
1763,1700,1.7,35,2309,2402,271
1764,1700,1.7,36,2311,2390,276
1765,1700,1.7,37,2307,2396,275
1766,1700,1.7,38,2309,2392,276
1767,1700,1.7,39,2305,2397,275
1768,1700,1.7,40,2303,2401,274
1769,1700,1.7,41,2307,2407,269
1770,1700,1.7,42,2311,2398,272
1771,1700,1.7,43,2308,2406,269
1772,1700,1.7,44,2309,2394,275
1773,1700,1.7,45,2312,2396,272
1774,1700,1.7,46,2309,2398,273
1775,1700,1.7,47,2308,2401,272
1776,1700,1.7,48,2311,2385,278
1777,1700,1.7,49,2300,2399,277
1778,1700,1.7,50,2309,2396,274
1779,1700,1.7,51,2303,2398,276
1780,1700,1.7,52,2307,2398,274
1781,1700,1.7,53,2304,2393,278
1782,1700,1.7,54,2313,2393,273
1783,1700,1.7,55,2309,2395,274
1784,1700,1.7,56,2308,2397,274
1785,1700,1.7,57,2307,2401,272
1786,1700,1.7,58,2311,2386,278
1787,1700,1.7,59,2305,2381,283
1788,1700,1.7,60,2310,2393,275
1789,1700,1.7,61,2310,2391,276
1790,1700,1.7,62,2309,2395,274
1791,1700,1.7,63,2305,2395,276
1792,1700,1.7,64,2308,2395,275
1793,1700,1.7,65,2309,2398,273
1794,1700,1.7,66,2308,2392,276
1795,1700,1.7,67,2307,2396,275
1796,1700,1.7,68,2309,2397,273
1797,1700,1.7,69,2311,2393,274
1798,1700,1.7,70,2309,2396,274
1799,1700,1.7,71,2310,2399,272
1800,1700,1.7,72,2312,2400,270
1801,1700,1.7,73,2310,2393,275
1802,1700,1.7,74,2312,2396,272
1803,1700,1.7,75,2309,2394,275
1804,1700,1.7,76,2312,2396,272
1805,1700,1.7,77,2306,2397,275
1806,1700,1.7,78,2306,2395,276
1807,1700,1.7,79,2309,2398,273
1808,1700,1.7,80,2311,2407,267
1809,1700,1.7,81,2309,2390,277
1810,1700,1.7,82,2303,2396,277
1811,1700,1.7,83,2316,2394,271
1812,1700,1.7,84,2309,2396,274
1813,1700,1.7,85,2309,2396,274
1814,1700,1.7,86,2311,2397,272
1815,1700,1.7,87,2310,2400,271
1816,1700,1.7,88,2307,2402,272
1817,1700,1.7,89,2309,2399,272
1818,1700,1.7,90,2310,2396,273
1819,1700,1.7,91,2308,2395,275
1820,1700,1.7,92,2307,2399,273
1821,1700,1.7,93,2301,2396,278
1822,1700,1.7,94,2309,2399,272
1823,1700,1.7,95,2312,2396,272
1824,1700,1.7,96,2308,2398,273
1825,1700,1.7,97,2311,2395,273
1826,1700,1.7,98,2306,2401,273
1827,1700,1.7,99,2307,2395,275
1828,1700,1.7,100,2311,2395,273
1829,1700,1.7,101,2308,2394,275
1830,1700,1.7,102,2307,2396,275
1831,1700,1.7,103,2308,2394,275
1832,1700,1.7,104,2307,2404,271
1833,1700,1.7,105,2311,2394,274
1834,1700,1.7,106,2315,2403,267
1835,1700,1.7,107,2422,2517,157
1836,1700,1.7,108,2519,2605,64
1837,1700,1.7,109,2582,2660,5
1838,1700,1.7,110,2571,2664,9
1839,1700,1.7,111,2590,2666,1
1840,1700,1.7,112,2579,2664,5
1841,1700,1.7,113,2576,2671,3
1842,1700,1.7,114,2585,2667,0
1843,1700,1.7,115,2581,2667,2
1844,1700,1.7,116,2578,2668,3
1845,1800,1.8,0,2580,2665,4
1846,1800,1.8,1,2577,2666,5
1847,1800,1.8,2,2584,2664,2
1848,1800,1.8,3,2582,2674,1
1849,1800,1.8,4,2577,2673,1
1850,1800,1.8,5,2584,2663,3
1851,1800,1.8,6,2574,2655,12
1852,1800,1.8,7,2513,2612,64
1853,1800,1.8,8,2443,2535,137
1854,1800,1.8,9,2366,2431,228
1855,1800,1.8,10,2349,2409,247
1856,1800,1.8,11,2323,2387,271
1857,1800,1.8,12,2315,2377,280
1858,1800,1.8,13,2312,2382,279
1859,1800,1.8,14,2311,2372,285
1860,1800,1.8,15,2299,2367,293
1861,1800,1.8,16,2292,2365,298
1862,1800,1.8,17,2284,2371,299
1863,1800,1.8,18,2298,2362,296
1864,1800,1.8,19,2299,2366,294
1865,1800,1.8,20,2297,2357,299
1866,1800,1.8,21,2298,2354,300
1867,1800,1.8,22,2299,2362,296
1868,1800,1.8,23,2302,2364,293
1869,1800,1.8,24,2300,2362,295
1870,1800,1.8,25,2304,2362,293
1871,1800,1.8,26,2299,2363,295
1872,1800,1.8,27,2297,2362,297
1873,1800,1.8,28,2301,2359,296
1874,1800,1.8,29,2299,2356,299
1875,1800,1.8,30,2290,2361,301
1876,1800,1.8,31,2296,2360,298
1877,1800,1.8,32,2297,2359,298
1878,1800,1.8,33,2298,2358,298
1879,1800,1.8,34,2290,2359,302
1880,1800,1.8,35,2300,2362,295
1881,1800,1.8,36,2296,2361,298
1882,1800,1.8,37,2296,2359,299
1883,1800,1.8,38,2296,2360,298
1884,1800,1.8,39,2296,2368,294
1885,1800,1.8,40,2294,2361,299
1886,1800,1.8,41,2299,2360,297
1887,1800,1.8,42,2295,2360,299
1888,1800,1.8,43,2299,2363,295
1889,1800,1.8,44,2296,2361,298
1890,1800,1.8,45,2291,2359,301
1891,1800,1.8,46,2296,2361,298
1892,1800,1.8,47,2292,2359,301
1893,1800,1.8,48,2292,2358,301
1894,1800,1.8,49,2294,2359,300
1895,1800,1.8,50,2294,2364,297
1896,1800,1.8,51,2296,2360,298
1897,1800,1.8,52,2293,2364,298
1898,1800,1.8,53,2298,2360,297
1899,1800,1.8,54,2292,2366,297
1900,1800,1.8,55,2294,2363,298
1901,1800,1.8,56,2294,2362,298
1902,1800,1.8,57,2293,2365,297
1903,1800,1.8,58,2296,2363,297
1904,1800,1.8,59,2288,2369,298
1905,1800,1.8,60,2288,2363,301
1906,1800,1.8,61,2294,2361,299
1907,1800,1.8,62,2294,2357,301
1908,1800,1.8,63,2295,2363,297
1909,1800,1.8,64,2293,2364,298
1910,1800,1.8,65,2294,2361,299
1911,1800,1.8,66,2292,2363,299
1912,1800,1.8,67,2294,2365,297
1913,1800,1.8,68,2290,2365,299
1914,1800,1.8,69,2291,2361,300
1915,1800,1.8,70,2294,2367,296
1916,1800,1.8,71,2292,2362,299
1917,1800,1.8,72,2293,2361,299
1918,1800,1.8,73,2291,2364,299
1919,1800,1.8,74,2294,2378,290
1920,1800,1.8,75,2292,2360,300
1921,1800,1.8,76,2296,2361,298
1922,1800,1.8,77,2292,2361,300
1923,1800,1.8,78,2290,2365,299
1924,1800,1.8,79,2298,2362,296
1925,1800,1.8,80,2295,2359,299
1926,1800,1.8,81,2291,2366,298
1927,1800,1.8,82,2292,2369,296
1928,1800,1.8,83,2297,2360,298
1929,1800,1.8,84,2293,2364,298
1930,1800,1.8,85,2293,2362,299
1931,1800,1.8,86,2296,2363,297
1932,1800,1.8,87,2293,2363,298
1933,1800,1.8,88,2291,2365,298
1934,1800,1.8,89,2289,2364,300
1935,1800,1.8,90,2294,2361,299
1936,1800,1.8,91,2293,2364,298
1937,1800,1.8,92,2293,2364,298
1938,1800,1.8,93,2299,2357,298
1939,1800,1.8,94,2296,2364,296
1940,1800,1.8,95,2293,2356,302
1941,1800,1.8,96,2292,2365,298
1942,1800,1.8,97,2281,2370,301
1943,1800,1.8,98,2291,2361,300
1944,1800,1.8,99,2295,2372,293
1945,1800,1.8,100,2289,2364,300
1946,1800,1.8,101,2291,2358,302
1947,1800,1.8,102,2297,2357,299
1948,1800,1.8,103,2292,2364,298
1949,1800,1.8,104,2420,2507,163
1950,1800,1.8,105,2541,2632,40
1951,1800,1.8,106,2592,2677,8
1952,1800,1.8,107,2593,2680,10
1953,1800,1.8,108,2594,2678,9
1954,1800,1.8,109,2585,2679,5
1955,1800,1.8,110,2589,2682,9
1956,1800,1.8,111,2595,2679,10
1957,1800,1.8,112,2591,2679,8
1958,1900,1.9,0,2591,2680,9
1959,1900,1.9,1,2595,2683,12
1960,1900,1.9,2,2588,2676,5
1961,1900,1.9,3,2593,2679,9
1962,1900,1.9,4,2593,2679,9
1963,1900,1.9,5,2590,2679,8
1964,1900,1.9,6,2592,2680,9
1965,1900,1.9,7,2593,2681,10
1966,1900,1.9,8,2580,2660,6
1967,1900,1.9,9,2505,2599,74
1968,1900,1.9,10,2416,2500,168
1969,1900,1.9,11,2324,2403,263
1970,1900,1.9,12,2301,2357,297
1971,1900,1.9,13,2279,2327,323
1972,1900,1.9,14,2274,2337,321
1973,1900,1.9,15,2274,2336,321
1974,1900,1.9,16,2271,2332,325
1975,1900,1.9,17,2271,2334,324
1976,1900,1.9,18,2272,2333,324
1977,1900,1.9,19,2273,2333,323
1978,1900,1.9,20,2269,2333,325
1979,1900,1.9,21,2275,2330,324
1980,1900,1.9,22,2273,2335,322
1981,1900,1.9,23,2274,2330,324
1982,1900,1.9,24,2261,2328,332
1983,1900,1.9,25,2274,2330,324
1984,1900,1.9,26,2277,2331,322
1985,1900,1.9,27,2277,2330,323
1986,1900,1.9,28,2272,2335,323
1987,1900,1.9,29,2274,2331,324
1988,1900,1.9,30,2275,2332,323
1989,1900,1.9,31,2276,2335,321
1990,1900,1.9,32,2276,2333,322
1991,1900,1.9,33,2273,2330,325
1992,1900,1.9,34,2275,2330,324
1993,1900,1.9,35,2275,2332,323
1994,1900,1.9,36,2274,2331,324
1995,1900,1.9,37,2276,2330,323
1996,1900,1.9,38,2283,2332,319
1997,1900,1.9,39,2274,2329,325
1998,1900,1.9,40,2279,2331,321
1999,1900,1.9,41,2275,2334,322
2000,1900,1.9,42,2281,2335,318
2001,1900,1.9,43,2277,2336,320
2002,1900,1.9,44,2277,2333,321
2003,1900,1.9,45,2279,2328,323
2004,1900,1.9,46,2274,2328,325
2005,1900,1.9,47,2273,2328,326
2006,1900,1.9,48,2279,2327,323
2007,1900,1.9,49,2273,2330,325
2008,1900,1.9,50,2278,2333,321
2009,1900,1.9,51,2275,2331,323
2010,1900,1.9,52,2273,2331,324
2011,1900,1.9,53,2282,2330,320
2012,1900,1.9,54,2272,2315,333
2013,1900,1.9,55,2269,2328,328
2014,1900,1.9,56,2275,2336,321
2015,1900,1.9,57,2273,2325,327
2016,1900,1.9,58,2270,2329,327
2017,1900,1.9,59,2259,2325,334
2018,1900,1.9,60,2272,2331,325
2019,1900,1.9,61,2275,2327,325
2020,1900,1.9,62,2269,2326,329
2021,1900,1.9,63,2274,2330,324
2022,1900,1.9,64,2274,2325,327
2023,1900,1.9,65,2272,2327,327
2024,1900,1.9,66,2268,2323,331
2025,1900,1.9,67,2268,2328,328
2026,1900,1.9,68,2272,2326,327
2027,1900,1.9,69,2273,2330,325
2028,1900,1.9,70,2270,2326,328
2029,1900,1.9,71,2277,2338,319
2030,1900,1.9,72,2280,2333,320
2031,1900,1.9,73,2271,2327,327
2032,1900,1.9,74,2276,2329,324
2033,1900,1.9,75,2275,2326,326
2034,1900,1.9,76,2275,2330,324
2035,1900,1.9,77,2274,2328,325
2036,1900,1.9,78,2270,2329,327
2037,1900,1.9,79,2272,2334,323
2038,1900,1.9,80,2268,2325,330
2039,1900,1.9,81,2273,2328,326
2040,1900,1.9,82,2272,2326,327
2041,1900,1.9,83,2271,2346,318
2042,1900,1.9,84,2271,2328,327
2043,1900,1.9,85,2265,2324,332
2044,1900,1.9,86,2290,2329,317
2045,1900,1.9,87,2262,2330,330
2046,1900,1.9,88,2273,2326,327
2047,1900,1.9,89,2272,2325,328
2048,1900,1.9,90,2271,2333,324
2049,1900,1.9,91,2270,2330,326
2050,1900,1.9,92,2271,2327,327
2051,1900,1.9,93,2271,2329,326
2052,1900,1.9,94,2263,2328,331
2053,1900,1.9,95,2272,2325,328
2054,1900,1.9,96,2266,2330,328
2055,1900,1.9,97,2269,2328,328
2056,1900,1.9,98,2270,2326,328
2057,1900,1.9,99,2273,2333,323
2058,1900,1.9,100,2274,2326,326
2059,1900,1.9,101,2272,2327,327
2060,1900,1.9,102,2271,2327,327
2061,1900,1.9,103,2271,2327,327
2062,1900,1.9,104,2271,2324,329
2063,1900,1.9,105,2273,2327,326
2064,1900,1.9,106,2273,2326,327
2065,1900,1.9,107,2275,2325,326
2066,1900,1.9,108,2271,2334,324
2067,1900,1.9,109,2264,2327,331
2068,1900,1.9,110,2271,2325,328
2069,1900,1.9,111,2270,2324,329
2070,1900,1.9,112,2273,2326,327
2071,1900,1.9,113,2271,2333,324
2072,1900,1.9,114,2268,2327,329
2073,1900,1.9,115,2270,2326,328
2074,1900,1.9,116,2274,2327,326
2075,1900,1.9,117,2270,2327,328
2076,1900,1.9,118,2272,2330,325
2077,1900,1.9,119,2274,2329,325
2078,1900,1.9,120,2269,2323,330
2079,1900,1.9,121,2282,2324,323
2080,1900,1.9,122,2289,2366,299
2081,1900,1.9,123,2482,2563,104
2082,1900,1.9,124,2604,2668,9
2083,1900,1.9,125,2600,2692,19
2084,1900,1.9,126,2598,2695,20
2085,1900,1.9,127,2601,2691,19
2086,1900,1.9,128,2599,2686,16
2087,1900,1.9,129,2599,2690,18
2088,1900,1.9,130,2600,2691,19
2089,2000,2.0,0,2599,2686,16
2090,2000,2.0,1,2600,2689,18
2091,2000,2.0,2,2602,2689,19
2092,2000,2.0,3,2600,2688,17
2093,2000,2.0,4,2601,2691,19
2094,2000,2.0,5,2599,2692,19
2095,2000,2.0,6,2599,2692,19
2096,2000,2.0,7,2601,2690,19
2097,2000,2.0,8,2557,2667,14
2098,2000,2.0,9,2456,2571,113
2099,2000,2.0,10,2393,2499,180
2100,2000,2.0,11,2359,2455,219
2101,2000,2.0,12,2337,2422,247
2102,2000,2.0,13,2331,2410,256
2103,2000,2.0,14,2322,2404,263
2104,2000,2.0,15,2307,2392,277
2105,2000,2.0,16,2292,2377,292
2106,2000,2.0,17,2299,2370,292
2107,2000,2.0,18,2296,2362,297
2108,2000,2.0,19,2290,2356,303
2109,2000,2.0,20,2285,2353,307
2110,2000,2.0,21,2279,2348,313
2111,2000,2.0,22,2260,2346,323
2112,2000,2.0,23,2281,2338,317
2113,2000,2.0,24,2271,2333,324
2114,2000,2.0,25,2264,2329,330
2115,2000,2.0,26,2266,2319,334
2116,2000,2.0,27,2270,2326,328
2117,2000,2.0,28,2270,2328,327
2118,2000,2.0,29,2270,2325,329
2119,2000,2.0,30,2270,2330,326
2120,2000,2.0,31,2267,2325,330
2121,2000,2.0,32,2270,2324,329
2122,2000,2.0,33,2266,2328,329
2123,2000,2.0,34,2263,2323,333
2124,2000,2.0,35,2273,2321,329
2125,2000,2.0,36,2266,2315,336
2126,2000,2.0,37,2272,2322,329
2127,2000,2.0,38,2276,2317,330
2128,2000,2.0,39,2271,2320,331
2129,2000,2.0,40,2267,2318,334
2130,2000,2.0,41,2271,2320,331
2131,2000,2.0,42,2267,2323,331
2132,2000,2.0,43,2270,2317,333
2133,2000,2.0,44,2272,2323,329
2134,2000,2.0,45,2275,2322,328
2135,2000,2.0,46,2269,2320,332
2136,2000,2.0,47,2268,2319,333
2137,2000,2.0,48,2271,2320,331
2138,2000,2.0,49,2267,2321,332
2139,2000,2.0,50,2275,2320,329
2140,2000,2.0,51,2268,2320,332
2141,2000,2.0,52,2268,2319,333
2142,2000,2.0,53,2272,2323,329
2143,2000,2.0,54,2273,2319,330
2144,2000,2.0,55,2272,2316,332
2145,2000,2.0,56,2269,2319,332
2146,2000,2.0,57,2269,2315,334
2147,2000,2.0,58,2269,2319,332
2148,2000,2.0,59,2277,2319,328
2149,2000,2.0,60,2273,2312,334
2150,2000,2.0,61,2265,2318,335
2151,2000,2.0,62,2265,2316,336
2152,2000,2.0,63,2264,2318,335
2153,2000,2.0,64,2266,2317,335
2154,2000,2.0,65,2267,2317,334
2155,2000,2.0,66,2266,2315,336
2156,2000,2.0,67,2266,2312,337
2157,2000,2.0,68,2268,2318,333
2158,2000,2.0,69,2266,2313,337
2159,2000,2.0,70,2265,2317,335
2160,2000,2.0,71,2261,2319,336
2161,2000,2.0,72,2263,2317,336
2162,2000,2.0,73,2267,2314,336
2163,2000,2.0,74,2265,2311,338
2164,2000,2.0,75,2266,2310,338
2165,2000,2.0,76,2265,2310,339
2166,2000,2.0,77,2268,2308,338
2167,2000,2.0,78,2270,2307,338
2168,2000,2.0,79,2260,2306,343
2169,2000,2.0,80,2268,2314,335
2170,2000,2.0,81,2267,2310,338
2171,2000,2.0,82,2266,2310,338
2172,2000,2.0,83,2263,2310,340
2173,2000,2.0,84,2262,2306,342
2174,2000,2.0,85,2257,2301,347
2175,2000,2.0,86,2265,2297,345
2176,2000,2.0,87,2263,2302,344
2177,2000,2.0,88,2263,2306,342
2178,2000,2.0,89,2263,2303,343
2179,2000,2.0,90,2258,2303,346
2180,2000,2.0,91,2256,2298,349
2181,2000,2.0,92,2255,2305,346
2182,2000,2.0,93,2254,2302,348
2183,2000,2.0,94,2255,2306,346
2184,2000,2.0,95,2255,2300,349
2185,2000,2.0,96,2254,2304,347
2186,2000,2.0,97,2259,2296,349
2187,2000,2.0,98,2257,2301,347
2188,2000,2.0,99,2257,2303,346
2189,2000,2.0,100,2259,2298,348
